code;description;description_additional
8806/6;Tumor desmoplásico de células redondas pequeñas, metástasis;
8810/0;Fibroma, SAI;
8810/1;Fibroma celular;
8810/3;Fibrosarcoma, SAI;
8810/6;Fibrosarcoma, SAI, metástasis;
8811/0;Fibromixoma ;Mixofibroma, SAI Fibroma mixoide
8811/3;Fibromixosarcoma;
8811/6;Fibromixosarcoma, metástasis;
8812/0;Fibroma perióstico;
8812/3;Fibrosarcoma perióstico;Sarcoma perióstico, SAI (C40._, C41._)
8812/6;Fibrosarcoma perióstico, metástasis;
8813/0;Fibroma fascial;
8813/3;Fibrosarcoma fascial;
8813/6;Fibrosarcoma fascial, metástasis;
8814/3;Fibrosarcoma infantil;Fibrosarcoma congénito
8814/6;Fibrosarcoma infantil, metástasis;
8815/0;Tumor fibroso solitario;Tumor fibroso localizado
8815/3;Tumor fibroso solitario, maligno;
8815/6;Tumor fibroso solitario, maligno, metástasis;
8820/0;Elastofibroma;
8821/1;Fibromatosis agresiva;Desmoide, SAI Desmoide extrabdominal Fibroma invasor
8822/1;Fibromatosis abdominal;Desmoide abdominal Fibromatosis mesentérica (C48.1) Fibromatosis retroperitoneal (C48.0)
8823/0;Fibroma desmoplásico;
8824/0;Miofibroma;
8824/1;Miofibromatosis;Fibromatosis congénita generalizada Miofibromatosis infanti
8825/0;Miofibroblastoma;
8825/1;Tumor miofibroblástico, SAI;Tumor miofibroblástico inflamatorio
8826/0;Angiomiofibroblastoma;
8827/1;Tumor miofibroblástico peribronquial;Tumor miofibroblástico peribronquial congénito (C34._)
8830/0;Histiocitoma fibroso benigno;Histiocitoma fibroso, SAI Fibroxantoma, SAI Xantofibroma
8830/1;Fibrohistiocitoma atípico;Fibroxantoma atípico
8830/3;Histiocitoma fibroso maligno;Fibroxantoma, maligno
8830/6;Histiocitoma fibroso maligno, metástasis;
8831/0;Histiocitoma, SAI;Histiocitoma juvenil Histiocitoma profundo Reticulohistiocitoma
8832/0;Dermatofibroma, SAI;Dermatofibroma lenticular (C44._) Fibrosis nodular subepidérmica (C44._) Hemangioma esclerosante (C44._) Histiocitoma cutáneo, SAI (C44._)
8832/3;Dermatofibrosarcoma, SAI;Dermatofibrosarcoma protuberante, SAI (C44._)
8832/6;Dermatofibrosarcoma, SAI, metástasis;
8833/3;Dermatofibrosarcoma protuberans pigmentado;Tumor de Bednar (C44._)
8833/6;Dermatofibrosarcoma protuberans pigmentado, metástasis;
8834/1;Fibroblastoma de células gigantes;
8835/1;Tumor fibrohistiocítico plexiforme;
8836/1;Fibrohistiocitoma angiomatoide;
8840/0;Mixoma, SAI;
8840/3;Mixosarcoma;
8840/6;Mixosarcoma, metástasis;
8841/1;Angiomixoma;Angiomixoma agresivo
8842/0;Tumor fibromixoide osificante;
8850/0;Lipoma, SAI;
8850/1;Lipoma atípico;Liposarcoma bien diferenciado de tejido blando superficial Liposarcoma superficial bien diferenciado
8850/3;Liposarcoma, SAI;Fibroliposarcoma
8850/6;Liposarcoma, SAI, metástasis;
8851/0;Fibrolipoma;
8851/3;Liposarcoma bien diferenciado;Liposarcoma, diferenciado Liposarcoma semejante al lipoma Liposarcoma esclerosante Liposarcoma inflamatorio
8851/6;Liposarcoma bien diferenciado, metástasis;
8852/0;Fibromixolipoma;Mixolipoma
8852/3;Liposarcoma mixoide;Mixoliposarcoma
8852/6;Liposarcoma mixoide, metástasis;
8853/3;Liposarcoma de células redondas;
8853/6;Liposarcoma de células redondas, metástasis;
8854/0;Lipoma pleomorfo;
8854/3;Liposarcoma pleomorfo;
8854/6;Liposarcoma pleomorfo, metástasis;
8855/3;Liposarcoma mixto;
8855/6;Liposarcoma mixto, metástasis;
8856/0;Lipoma intramuscular;Angiolipoma infiltrante Lipoma infiltrante
8857/0;Lipoma fusocelular;
8857/3;Liposarcoma fibroblástico;
8857/6;Liposarcoma fibroblástico, metástasis;
8858/3;Liposarcoma desdiferenciado;
8858/6;Liposarcoma desdiferenciado, metástasis;
8860/0;Angiomiolipoma;
8861/0;Angiolipoma, SAI;
8862/0;Lipoma condroide;
8870/0;Mielolipoma;
8880/0;Hibernoma ;Lipoma de células adiposas fetales Tumor adiposo pardo
8881/0;Lipoblastomatosis;Lipoma fetal, SAI Lipoblastoma Lipomatosis fetal
8890/0;Leiomioma, SAI ;Fibromioma Leiomiofibroma Útero fibroide (C55.9) Leiomioma plexiforme Lipoleiomioma
8890/1;Leiomiomatosis, SAI;Leiomiomatosis intravascular
8890/3;Leiomiosarcoma, SAI;
8890/6;Leiomiosarcoma, SAI, metástasis;
8891/0;Leiomioma epitelioide;Leiomioblastoma
8891/3;Leiomiosarcoma epitelioide;
8891/6;Leiomiosarcoma epitelioide, metástasis;
8892/0;Leiomioma celular;
8893/0;Leiomioma atípico;Leiomioma atípico Leiomioma pleomórfico Leiomioma simplásico
8894/0;Angiomioma;Angioleiomioma Leiomioma vascular
8894/3;Angiomiosarcoma;
8894/6;Angiomiosarcoma, metástasis;
8895/0;Mioma;
8895/3;Miosarcoma;
8895/6;Miosarcoma, metástasis;
8896/3;Leiomiosarcoma mixoide;
8896/6;Leiomiosarcoma mixoide, metástasis;
8897/1;Tumor de músculo liso de potencial maligno incierto;Tumor del músculo liso, SAI
8898/1;Leiomioma metastatizante;
8900/0;Rabdomioma, SAI;
8900/3;Rabdomiosarcoma, SAI;Rabdosarcoma
8900/6;Rabdomiosarcoma, SAI, metástasis;
8901/3;Rabdomiosarcoma pleomorfo, tipo adulto;Rabdomiosarcoma pleomórfico, SAI
8901/6;Rabdomiosarcoma pleomorfo, tipo adulto, metástasis;
8902/3;Rabdomiosarcoma de tipo mixto;Rabdomiosarcoma embrionario y rabdomiosarcoma alveolar mixto
8902/6;Rabdomiosarcoma de tipo mixto, metástasis;
8903/0;Rabdomioma fetal;
8904/0;Rabdomioma adulto;Rabdomioma glicogénico
8905/0;Rabdomioma genital;
8910/3;Rabdomiosarcoma embrionario;Rabdomiosarcoma embrionario, pleomórfico Sarcoma botrioides Sarcoma botrioideo
8910/6;Rabdomiosarcoma embrionario, metástasis;
8912/3;Rabdomiosarcoma de células fusiformes;
8912/6;Rabdomiosarcoma de células fusiformes, metástasis;
8920/3;Rabdomiosarcoma alveolar;
8920/6;Rabdomiosarcoma alveolar, metástasis;
8921/3;Rabdomiosarcoma con diferenciación ganglionar;Ectomesenquimoma
8921/6;Rabdomiosarcoma con diferenciación ganglionar, metástasis;
8930/0;Nódulo del estroma endometrial;
8930/3;Sarcoma del estroma endometrial, SAI;Sarcoma endometrial, SAI (C54.1) Sarcoma del estroma endometrial, grado alto (C54.1)
8930/6;Sarcoma del estroma endometrial, SAI, metástasis;
8931/3;Sarcoma del estroma endometrial de bajo grado;Miosis del estroma, SAI (C54.1) Endometriosis del estroma (C54.1) Estromatosis endometrial (C54.1) Miosis del estroma endolinfático (C54.1)
8931/6;Sarcoma del estroma endometrial de bajo grado, metástasis;
8932/0;Adenomioma;Adenomioma polipoide atípico
8933/3;Adenosarcoma;
8933/6;Adenosarcoma, metástasis;
8934/3;Carcinofibroma;
8934/6;Carcinofibroma, metástasis;
8935/0;Tumor estromal benigno;
8935/1;Tumor estromal, SAI;
8935/3;Sarcoma estromal, SAI;
8935/6;Sarcoma estromal, SAI, metástasis;
8936/0;Tumor del estroma gastrointestinal, benigno;TEGI (GIST), benigno
8936/1;Tumor del estroma gastrointestinal, SAI;TEGI (GIST), SAI Tumor del estroma gastrointestinal, de potencial maligno incierto Tumor del nervio autonómico gastrointestinal TNAG (GANT) Tumor de células marcadoras gastrointestinales
8936/3;Sarcoma del estroma gastrointestinal;Tumor del estroma gastrointestinal, maligno TEGI (GIST), maligno
8936/6;Sarcoma del estroma gastrointestinal, metástasis;
8940/0;Adenoma pleomorfo;Tumor mixto, SAI Tumor mixto, tipo glándula salival, SAI (C07._, C08._) Siringoma condroide (C44._)
8940/3;Tumor mixto maligno, SAI;Tumor mixto, tipo glándula salival, maligno (C07._, C08._) Siringoma condroide maligno (C44._)
8940/6;Tumor mixto maligno, SAI, metástasis;
8941/3;Carcinoma en adenoma pleomorfo;
8941/6;Carcinoma en adenoma pleomorfo, metástasis;
8950/3;Tumor mülleriano mixto;
8950/6;Tumor mülleriano mixto, metástasis;
8951/3;Tumor mesodérmico mixto;
8951/6;Tumor mesodérmico mixto, metástasis;
8959/0;Nefroma quístico benigno;
8959/1;Nefroblastoma quístico parcialmente diferenciado;
8959/3;Nefroma quístico maligno;Nefroma quístico multilocular maligno (C64.9)
8959/6;Nefroma quístico maligno, metástasis;
8960/1;Nefroma mesoblástico;
8960/3;Nefroblastoma, SAI;Nefroma, SAI (C64.9) Tumor de Wilms (C64.9)
8960/6;Nefroblastoma, SAI, metástasis;
8963/3;Tumor rabdoide maligno;Sarcoma rabdoide Tumor rabdoide, SAI
8963/6;Tumor rabdoide maligno, metástasis;
8964/3;Sarcoma de células claras del riñón;
8964/6;Sarcoma de células claras del riñón, metástasis;
8965/0;Adenofibroma nefrogénico;
8966/0;Tumor de células intersticiales de médula renal;Fibroma renomedular (C64.9)
8967/0;Tumor renal osificante;
8970/3;Hepatoblastoma;Hepatoma embrionario (C22.0)
8970/6;Hepatoblastoma, metástasis;
8971/3;Pancreatoblastoma;
8971/6;Pancreatoblastoma, metástasis;
8972/3;Blastoma pulmonar;Neumoblastoma (C34._)
8972/6;Blastoma pulmonar, metástasis;
8973/3;Blastoma pleuropulmonar;
8973/6;Blastoma pleuropulmonar, metástasis;
8974/1;Sialoblastoma;
8975/1;Tumor del estroma epitelial anidado calcificante;
8980/3;Carcinosarcoma, SAI;
8980/6;Carcinosarcoma, SAI, metástasis;
8981/3;Carcinosarcoma embrionario;
8981/6;Carcinosarcoma embrionario, metástasis;
8982/0;Mioepitelioma ;Adenoma mioepitelial Tumor mioepitelial
8982/3;Mioepitelioma maligno;Carcinoma mioepitelial
8982/6;Mioepitelioma maligno, metástasis;
8983/0;Adenomioepitelioma;
8990/0;Mesenquimoma benigno;
8990/1;Mesenquimoma, SAI ;Tumor mesenquimatoso mixto
8990/3;Mesenquimoma maligno;Sarcoma mesenquimatoso mixto
8990/6;Mesenquimoma maligno, metástasis;
8991/3;Sarcoma embrionario;
8991/6;Sarcoma embrionario, metástasis;
9000/0;Tumor de Brenner, SAI;
9000/1;Tumor de Brenner de malignidad borderline;Tumor de Brenner, proliferante (C56.9)
9000/3;Tumor de Brenner maligno;
9000/6;Tumor de Brenner maligno, metástasis;
9010/0;Fibroadenoma, SAI;
9011/0;Fibroadenoma intraductal;
9012/0;Fibroadenoma pericanalicular;
9013/0;Adenofibroma, SAI;Adenofibroma papilar Cistadenofibroma, SAI
9014/0;Adenofibroma seroso, SAI;Cistadenofibroma seroso, SAI
9014/1;Adenofibroma seroso de malignidad borderline;Cistadenofibroma seroso de malignidad limítrofe (borderline)
9014/3;Adenocarcinofibroma seroso;Adenofibroma seroso maligno Cistadenocarcinofibroma seroso Cistadenofibroma seroso maligno
9014/6;Adenocarcinofibroma seroso, metástasis;
9015/0;Adenofibroma mucinoso, SAI;Cistadenofibroma mucinoso, SAI
9015/1;Adenofibroma mucinoso de malignidad borderline;Cistadenofibroma mucinoso de malignidad limítrofe (borderline)
9015/3;Adenocarcinofibroma mucinoso;Adenofibroma mucinoso maligno Cistadenocarcinofibroma mucinoso Cistadenofibroma mucinoso maligno
9015/6;Adenocarcinofibroma mucinoso, metástasis;
9016/0;Fibroadenoma gigante;
9020/0;Tumor filodes benigno;Cistosarcoma filoide, benigno (C50._) [obs]
9020/1;Tumor filodes borderline;Cistosarcoma filoide, SAI (C50._) Tumor filoide, SAI (C50._)
9020/3;Tumor filodes maligno;Cistosarcoma filoide, maligno (C50._)
9020/6;Tumor filodes maligno, metástasis;
9030/0;Fibroadenoma juvenil;
9040/0;Sinovioma benigno;
9040/3;Sarcoma sinovial , SAI;Sinovioma, SAI Sinovioma, maligno
9040/6;Sarcoma sinovial , SAI, metástasis;
9041/3;Sarcoma sinovial, tipo fusocelular;Sarcoma sinovial, fibroso monofásico
9041/6;Sarcoma sinovial, tipo fusocelular, metástasis;
9042/3;Sarcoma sinovial de células epitelioides;
9042/6;Sarcoma sinovial de células epitelioides, metástasis;
9043/3;Sarcoma sinovial, tipo bifásico;
9043/6;Sarcoma sinovial, tipo bifásico, metástasis;
9044/3;Sarcoma de células claras, SAI;(excepto del riñón, M-8964/3) Melanoma, maligno, de partes blandas (C49._) Sarcoma de células claras de tendones y aponeurosis (C49._)
9044/6;Sarcoma de células claras, SAI, metástasis;
9050/0;Mesotelioma benigno;
9050/3;Mesotelioma maligno;Mesotelioma, SAI
9050/6;Mesotelioma maligno, metástasis;
9051/0;Mesotelioma fibroso benigno;
9051/3;Mesotelioma fibroso maligno;Mesotelioma desmoplásico Mesotelioma fibroso, SAI Mesotelioma fusiforme Mesotelioma sarcomatoide
9051/6;Mesotelioma fibroso maligno, metástasis;
9052/0;Mesotelioma epitelioide benigno;Mesotelioma papilar bien diferenciado, benigno Papiloma mesotelia
9052/3;Mesotelioma epitelioide maligno;Mesotelioma epitelioide, SAI
9052/6;Mesotelioma epitelioide maligno, metástasis;
9053/3;Mesotelioma maligno, tipo bifásico;Mesotelioma, bifásico, SAI
9053/6;Mesotelioma maligno, tipo bifásico, metástasis;
9054/0;Tumor adenomatoide, SAI;
9055/0;Mesotelioma multiquístico, benigno;Mesotelioma quístico, benigno (C48._)
9055/1;Mesotelioma quístico, SAI;
9060/3;Disgerminoma;
9060/6;Disgerminoma, metástasis;
9061/3;Seminoma, SAI;
9061/6;Seminoma, SAI, metástasis;
9062/3;Seminoma anaplásico;Seminoma con índice mitótico alto (C62._)
9062/6;Seminoma anaplásico, metástasis;
9063/3;Seminoma espermatocítico;Espermatocitoma (C62._)
9063/6;Seminoma espermatocítico, metástasis;
9064/2;Células germinales malignas intratubulares;Neoplasia de células germinales intratubulares (C62._)
9064/3;Germinoma ;Tumor de células germinales, SAI
9064/6;Germinoma , metástasis;
9065/3;Tumor de células germinales, distinto de seminoma;
9065/6;Tumor de células germinales, distinto de seminoma, metástasis;
9070/3;Carcinoma embrionario, SAI;Adenocarcinoma embrionario
9070/6;Carcinoma embrionario, SAI, metástasis;
9071/3;Tumor del saco vitelino;Carcinoma embrionario, infantil Orquioblastoma (C62._) Tumor del seno endodérmico Tumor vitelino polivesicular Tumor hepatoide del saco endodérmico
9071/6;Tumor del saco vitelino, metástasis;
9072/3;Poliembrioma ;Carcinoma embrionario, tipo poliembrionario
9072/6;Poliembrioma , metástasis;
9073/1;Gonadoblastoma;Gonocitoma
9080/0;Teratoma benigno;Teratoma adulto, SAI Teratoma quístico adulto Teratoma, diferenciado Teratoma maduro Teratoma quístico, SAI
9080/1;Teratoma, SAI;Teratoma sólido
9080/3;Teratoma maligno, SAI;Teratoma embrionario Teratoblastoma, maligno Teratoma inmaduro, maligno Teratoma inmaduro, SAI
9080/6;Teratoma maligno, SAI, metástasis;
9081/3;Teratocarcinoma;Carcinoma y teratoma embrionario, mixto
9081/6;Teratocarcinoma, metástasis;
9082/3;Teratoma maligno indiferenciado;Teratoma maligno, anaplásico
9082/6;Teratoma maligno indiferenciado, metástasis;
9083/3;Teratoma maligno intermedio;
9083/6;Teratoma maligno intermedio, metástasis;
9084/0;Quiste dermoide, SAI;Dermoide, SAI
9084/3;Teratoma con transformación maligna;Quiste dermoide con transformación maligna (C56.9) Quiste dermoide con tumor secundario
9084/6;Teratoma con transformación maligna, metástasis;
9085/3;Tumor mixto de células germinales;Teratoma y seminoma, mixto
9085/6;Tumor mixto de células germinales, metástasis;
9090/0;Estruma ovárico, SAI;
9090/3;Estruma ovárico maligno;
9090/6;Estruma ovárico maligno, metástasis;
9091/1;Carcinoide estrumal;Estruma ovárico y carcinoide (C56.9)
9100/0;Mola hidatiforme, SAI;Mola hidatídica (C58.9) Mola hidatiforme completa (C58.9)
9100/1;Mola hidatiforme invasora;Corioadenoma (C58.9) Corioadenoma destruens (C58.9) Mola hidatiforme maligna (C58.9) Mola invasora, SAI (C58.9)
9100/3;Coriocarcinoma, SAI;Corioepitelioma Corionepitelioma
9100/6;Coriocarcinoma, SAI, metástasis;
9101/3;Coriocarcinoma combinado con otros elementos de células germinales;Coriocarcinoma combinado con carcinoma embrionario Coriocarcinoma combinado con teratoma
9101/6;Coriocarcinoma combinado con otros elementos de células germinales, metástasis;
9102/3;Teratoma trofoblástico maligno;
9102/6;Teratoma trofoblástico maligno, metástasis;
9103/0;Mola hidatiforme parcial;
9104/1;Tumor trofoblástico de localización placentaria;
9105/3;Tumor trofoblástico epitelioide;
9105/6;Tumor trofoblástico epitelioide, metástasis;
9110/0;Mesonefroma benigno;Adenoma del conducto de Wolff Adenoma mesonéfrico
9110/1;Tumor mesonéfrico, SAI;Tumor del conducto de Wolff
9110/3;Mesonefroma maligno;Adenocarcinoma mesonéfrico Carcinoma del conducto de Wolff Mesonefroma, SAI
9110/6;Mesonefroma maligno, metástasis;
9120/0;Hemangioma, SAI;Angioma, SAI Corioangioma (C58.9)
9120/3;Hemangiosarcoma;Angiosarcoma
9120/6;Hemangiosarcoma, metástasis;
9121/0;Hemangioma cavernoso;
9122/0;Hemangioma venoso;
9123/0;Hemangioma racemoso;Hemangioma arteriovenoso
9124/3;Sarcoma de células de Kupffer;
9124/6;Sarcoma de células de Kupffer, metástasis;
9125/0;Hemangioma epitelioide;Hemangioma histiocitoide
9130/0;Hemangioendotelioma benigno;
9130/1;Hemangioendotelioma, SAI;Angioendotelioma Hemangioendotelioma kaposiforme
9130/3;Hemangioendotelioma maligno;Sarcoma hemangioendotelial
9130/6;Hemangioendotelioma maligno, metástasis;
9131/0;Hemangioma capilar;Hemangioma infantil Hemangioma juvenil Hemangioma plexiforme Hemangioma simple
9132/0;Hemangioma intramuscular;
9133/1;Hemangioendotelioma epitelioide, SAI;
9133/3;Hemangioendotelioma epitelioide maligno;Tumor bronquioalveolar intravascular (C34._) [obs]
9133/6;Hemangioendotelioma epitelioide maligno, metástasis;
9135/1;Angioendotelioma papilar endovascular;Tumor de Dabska
9136/1;Hemangioendotelioma de células fusiformes;Angioendotelioma de células fusiformes
9140/3;Sarcoma de Kaposi;Sarcoma hemorrágico múltiple
9140/6;Sarcoma de Kaposi, metástasis;
9141/0;Angioqueratoma;
9142/0;Hemangioma verrugoso queratósico;
9150/0;Hemangiopericitoma benigno;
9150/1;Hemangiopericitoma, SAI;Meningioma hemangiopericítico (C70._) [obs]
9150/3;Hemangiopericitoma maligno;
9150/6;Hemangiopericitoma maligno, metástasis;
9160/0;Angiofibroma, SAI;Angiofibroma juvenil Pápula fibrosa de la nariz (C44.3) [obs] Nevus involutivo (C44._) [obs] Angiofibroma celular Angiofibroma de células gigantes
9161/0;Hemangioma racemoso adquirido;
9161/1;Hemangioblastoma;Angioblastoma
9170/0;Linfangioma, SAI;Linfangioendotelioma, SAI
9170/3;Linfangiosarcoma;Linfangioendotelioma, maligno Sarcoma linfangioendotelial
9170/6;Linfangiosarcoma, metástasis;
9171/0;Linfangioma capilar;
9172/0;Linfangioma cavernoso;
9173/0;Linfangioma quístico;Higroma, SAI Higroma quístico
9174/0;Linfangiomioma;
9174/1;Linfangiomiomatosis;Linfangioleiomiomatosis
9175/0;Hemolinfangioma;
9180/0;Osteoma, SAI;
9180/3;Osteosarcoma, SAI;Osteocondrosarcoma (C40._, C41._) Sarcoma osteoblástico (C40._, C41._) Sarcoma osteogénico (C40._, C41._)
9180/6;Osteosarcoma, SAI, metástasis;
9181/3;Osteosarcoma condroblástico;
9181/6;Osteosarcoma condroblástico, metástasis;
9182/3;Osteosarcoma fibroblástico;Osteofibrosarcoma (C40._, C41._)
9182/6;Osteosarcoma fibroblástico, metástasis;
9183/3;Osteosarcoma telangiectásico;
9183/6;Osteosarcoma telangiectásico, metástasis;
9184/3;Osteosarcoma en enfermedad ósea de Paget;
9184/6;Osteosarcoma en enfermedad ósea de Paget, metástasis;
9185/3;Osteosarcoma de células pequeñas;Osteosarcoma de células redondas (C40._, C41._)
9185/6;Osteosarcoma de células pequeñas, metástasis;
9186/3;Osteosarcoma central;Osteosarcoma central convencional (C40._, C41._) Osteosarcoma medular (C40._, C41._) 
9186/6;Osteosarcoma central, metástasis;
9187/3;Osteosarcoma intraóseo bien diferenciado;Osteosarcoma intraóseo de grado bajo (C40._, C41._)
9187/6;Osteosarcoma intraóseo bien diferenciado, metástasis;
9191/0;Osteoma osteoide, SAI;
9192/3;Osteosarcoma paraóseo;Osteosarcoma yuxtacortical (C40._, C41._)
9192/6;Osteosarcoma paraóseo, metástasis;
9193/3;Osteosarcoma perióstico;
9193/6;Osteosarcoma perióstico, metástasis;
9194/3;Osteosarcoma superficial de alto grado;
9194/6;Osteosarcoma superficial de alto grado, metástasis;
9195/3;Osteosarcoma intracortical;
9195/6;Osteosarcoma intracortical, metástasis;
9200/0;Osteoblastoma, SAI;Osteoma osteoide gigante (C40._, C41._)
9200/1;Osteoblastoma agresivo;
9210/0;Osteocondroma;Encondroma (C40._, C41._) Exostosis cartilaginosa (C40._, C41._) Exostosis osteocartilaginosa (C40._, C41._) 
9210/1;Osteocondromatosis, SAI;Econdrosis (C40._, C41._)
9220/0;Condroma, SAI;Encondroma (C40._, C41._)
9220/1;Condromatosis, SAI;
9220/3;Condrosarcoma, SAI;Fibrocondrosarcoma (C40._, C41._)
9220/6;Condrosarcoma, SAI, metástasis;
9221/0;Condroma yuxtacortical;Condroma perióstico (C40._, C41._)
9221/3;Condrosarcoma yuxtacortical;Condrosarcoma perióstico (C40._, C41._)
9221/6;Condrosarcoma yuxtacortical, metástasis;
9230/0;Condroblastoma, SAI;Tumor de células gigantes condromatosas (C40._, C41._) Tumor de Codman (C40._, C41._)
9230/3;Condroblastoma maligno;
9230/6;Condroblastoma maligno, metástasis;
9231/3;Condrosarcoma mixoide;
9231/6;Condrosarcoma mixoide, metástasis;
9240/3;Condrosarcoma mesenquimal;
9240/6;Condrosarcoma mesenquimal, metástasis;
9241/0;Fibroma condromixoide;
9242/3;Condrosarcoma de células claras;
9242/6;Condrosarcoma de células claras, metástasis;
9243/3;Condrosarcoma desdiferenciado;
9243/6;Condrosarcoma desdiferenciado, metástasis;
9250/1;Tumor de células gigantes del hueso, SAI;Osteoclastoma, SAI (C40._, C41._) 
9250/3;Tumor maligno de células gigantes del hueso;Osteoclastoma, maligno (C40._, C41._) Sarcoma de células gigantes del hueso (C40._, C41._)
9250/6;Tumor maligno de células gigantes del hueso, metástasis;
9251/1;Tumor de células gigantes de partes blandas, SAI;
9251/3;Tumor maligno de células gigantes de partes blandas;
9251/6;Tumor maligno de células gigantes de partes blandas, metástasis;
9252/0;Tumor de células gigantes tenosinovial;Histiocitoma fibroso de la vaina del tendón (C49._) Tumor de células gigantes de la vaina del tendón (C49._)
9252/3;Tumor de células gigantes tenosinovial maligno;Tumor de células gigantes de la vaina del tendón, maligno (C49._)
9252/6;Tumor de células gigantes tenosinovial maligno, metástasis;
9260/3;Sarcoma de Ewing;Tumor de Ewing
9260/6;Sarcoma de Ewing, metástasis;
9261/3;Adamantinoma de huesos largos ;Adamantinoma tibial (C40.2)
9261/6;Adamantinoma de huesos largos , metástasis;
9262/0;Fibroma osificante;Fibrosteoma Osteofibroma
9270/0;Tumor odontogénico benigno;
9270/1;Tumor odontogénico, SAI;
9270/3;Tumor odontogénico maligno;Carcinoma ameloblástico Carcinoma intraóseo primario Carcinoma odontogénico Sarcoma odontogénico
9270/6;Tumor odontogénico maligno, metástasis;
9271/0;Fibrodentinoma ameloblástico;Dentinoma
9272/0;Cementoma, SAI;Displasia cemental periapical Displasia cemento-ósea periapical
9273/0;Cementoblastoma benigno;
9274/0;Fibroma cementificante;Fibroma cemento-osificante
9275/0;Cementoma gigantiforme;Displasia ósea florida
9280/0;Odontoma, SAI;
9281/0;Odontoma compuesto;
9282/0;Odontoma complejo;
9290/0;Fibroodontoma ameloblástico;Odontoma fibroameloblástico
9290/3;Odontosarcoma ameloblástico;Fibrodentinosarcoma ameloblástico Fibrodontosarcoma ameloblástico
9290/6;Odontosarcoma ameloblástico, metástasis;
9300/0;Tumor odontogénico adenomatoide;Adenoameloblastoma
9301/0;Quiste odontogénico calcificante;
9302/0;Tumor odontogénico de células fantasma;
9310/0;Ameloblastoma, SAI;Adamantinoma, SAI (excepto de los huesos largos, M-9261/3)
9310/3;Ameloblastoma maligno;Adamantinoma, maligno (excepto de los huesos largos, M-9261/3)
9310/6;Ameloblastoma maligno, metástasis;
9311/0;Odontoameloblastoma;
9312/0;Tumor odontogénico escamoso;
9320/0;Mixoma odontogénico;Mixofibroma odontogénico
9321/0;Fibroma odontogénico central;Fibroma odontogénico, SAI
9322/0;Fibroma odontogénico periférico;
9330/0;Fibroma ameloblástico;
9330/3;Fibrosarcoma ameloblástico;Fibrosarcoma odontogénico Sarcoma ameloblástico
9330/6;Fibrosarcoma ameloblástico, metástasis;
9340/0;Tumor odontogénico epitelial calcificante;Tumor de Pindborg
9341/1;Tumor odontogénico de células claras;
9342/3;Carcinosarcoma odontogénico;
9342/6;Carcinosarcoma odontogénico, metástasis;
9350/1;Craneofaringioma;
9351/1;Craneofaringioma adamantinomatoso;
9352/1;Craneofaringioma, papilar;
9360/1;Pinealoma;
9361/1;Pineocitoma;
9362/3;Pineoblastoma;Tumor pineal mixto (C75.3) Pineocitoma-pineoblastoma mixto (C75.3) Tumor pineal parenquimatoso de diferenciación intermedia (C75.3) Tumor pineal transicional (C75.3)
9362/6;Pineoblastoma, metástasis;
9363/0;Tumor neuroectodérmico melanótico;Melanoameloblastoma Prognoma melanótico Tumor retinal del área embrionaria
9364/3;Tumor neuroectodérmico periférico;Tumor neuroectodérmico, SAI Tumor neuroectodérmico periférico primitivo, SAI TNEPP (PPNET)
9364/6;Tumor neuroectodérmico periférico, metástasis;
9365/3;Tumor de Askin;
9365/6;Tumor de Askin, metástasis;
9370/3;Cordoma, SAI;
9370/6;Cordoma, SAI, metástasis;
9371/3;Cordoma condroide;
9371/6;Cordoma condroide, metástasis;
9372/3;Cordoma desdiferenciado;
9372/6;Cordoma desdiferenciado, metástasis;
9373/0;Paracordoma;
9380/3;Glioma maligno;Glioma, SAI (excepto glioma nasal, no neoplásico) (C71._)
9380/6;Glioma maligno, metástasis;
9381/3;Gliomatosis del cerebro;
9381/6;Gliomatosis del cerebro, metástasis;
9382/3;Glioma mixto;Oligoastrocitoma (C71._) Oligoastrocitoma anaplásico (C71._)
9382/6;Glioma mixto, metástasis;
9383/1;Subependimoma;Astrocitoma subependimario, SAI (C71._) Glioma subependimario (C71._) Subependimoma-ependimoma mixto (C71._)
9384/1;Astrocitoma subependimario de células gigantes;
9390/0;Papiloma de los plexos coroideos, SAI;
9390/1;Papiloma atípico del plexo coroideo;
9390/3;Carcinoma de plexo coroideo;Papiloma de los plexos coroides, anaplásico (C71.5) Papiloma de los plexos coroides, maligno (C71.5)
9390/6;Carcinoma de plexo coroideo, metástasis;
9391/3;Ependimoma, SAI;Ependimoma epitelial (C71._) Ependimoma celular (C71._) Ependimoma de células claras (C71._) Ependimoma tanicítico (C71._)
9391/6;Ependimoma, SAI, metástasis;
9392/3;Ependimoma anaplásico;Ependimoblastoma (C71._)
9392/6;Ependimoma anaplásico, metástasis;
9393/3;Ependimoma papilar;
9393/6;Ependimoma papilar, metástasis;
9394/1;Ependimoma mixopapilar;
9395/3;Tumor papilar de la región pineal;
9395/6;Tumor papilar de la región pineal, metástasis;
9400/3;Astrocitoma, SAI;Glioma astrocítico (C71._) Astrocitoma, grado bajo (C71._) Astrocitoma difuso (C71._) Astrocitoma difuso, grado bajo (C71._) Astrocitoma quístico (C71._) [obs]
9400/6;Astrocitoma, SAI, metástasis;
9401/3;Astrocitoma anaplásico;
